PlayerHP,OnixHP,PP,EnemyLastMove,GeodudeHP,EffectiveGrowls,Seeded,PlayerLastMove,win_prob
19,35,"(29, 30, 4, 0)",GROWL,0,2,False,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
15,35,"(29, 29, 4, 0)",GROWL,0,3,False,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
15,35,"(29, 28, 4, 0)",GROWL,0,4,False,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
15,35,"(29, 27, 4, 0)",GROWL,0,5,False,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
15,35,"(29, 27, 3, 0)",LEECH_SEED,0,5,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
17,32,"(28, 27, 3, 0)",TACKLE,0,5,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
19,30,"(28, 26, 3, 0)",GROWL,0,6,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
21,27,"(27, 26, 3, 0)",TACKLE,0,6,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
23,24,"(26, 26, 3, 0)",TACKLE,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
25,22,"(26, 26, 2, 0)",LEECH_SEED,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
23,20,"(26, 26, 1, 0)",LEECH_SEED,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
25,18,"(26, 25, 1, 0)",GROWL,0,6,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
22,15,"(25, 25, 1, 0)",TACKLE,0,6,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,13,"(25, 24, 1, 0)",GROWL,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
26,11,"(25, 23, 1, 0)",GROWL,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,9,"(25, 22, 1, 0)",GROWL,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,6,"(24, 22, 1, 0)",TACKLE,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
25,4,"(24, 21, 1, 0)",GROWL,0,6,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
22,2,"(24, 20, 1, 0)",GROWL,0,6,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
22,0,"(24, 20, 1, 0)",LEECH_SEED,0,6,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
END 1 41 1722301333.979472PlayerHP,OnixHP,PP,EnemyLastMove,GeodudeHP,EffectiveGrowls,Seeded,PlayerLastMove,win_prob
24,36,"(35, 40, 10, 0)",NONE,33,0,False,NONE,"[[0.7599999999999999, 0.69, 0.1], [0.7599999999999999, 0.69, 0.9]]"
17,36,"(35, 40, 9, 0)",LEECH_SEED,31,0,True,TACKLE,"[[0.1, 0.1, 0.1], [0.9, 0.1, 0.1]]"
13,36,"(35, 39, 9, 0)",GROWL,29,1,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
10,36,"(35, 38, 9, 0)",GROWL,27,2,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
12,36,"(35, 37, 9, 0)",GROWL,25,3,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
10,36,"(34, 37, 9, 0)",TACKLE,22,3,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
12,36,"(33, 37, 9, 0)",TACKLE,19,3,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
11,36,"(33, 36, 9, 0)",GROWL,17,4,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
13,36,"(33, 35, 9, 0)",GROWL,15,5,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
12,36,"(33, 34, 9, 0)",GROWL,13,5,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
11,36,"(33, 34, 8, 0)",LEECH_SEED,11,5,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
13,36,"(32, 34, 8, 0)",TACKLE,8,5,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
15,36,"(31, 34, 8, 0)",TACKLE,5,5,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
17,36,"(31, 34, 7, 0)",LEECH_SEED,3,5,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
19,36,"(31, 34, 6, 0)",LEECH_SEED,1,5,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
25,36,"(31, 33, 6, 0)",GROWL,0,0,False,DEFENSE_CURL,"[[0.1, 0.64, 0.1], [0.1, 0.64, 0.1]]"
25,35,"(30, 33, 6, 0)",TACKLE,0,0,False,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
25,35,"(30, 32, 6, 0)",GROWL,0,1,False,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
25,35,"(30, 32, 5, 0)",LEECH_SEED,0,1,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
27,33,"(30, 31, 5, 0)",GROWL,0,2,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,31,"(30, 30, 5, 0)",GROWL,0,3,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,28,"(29, 30, 5, 0)",TACKLE,0,3,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
27,26,"(29, 30, 4, 0)",LEECH_SEED,0,3,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,24,"(29, 29, 4, 0)",GROWL,0,4,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
25,22,"(29, 29, 3, 0)",LEECH_SEED,0,4,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
27,20,"(29, 28, 3, 0)",GROWL,0,5,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,18,"(29, 27, 3, 0)",GROWL,0,6,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
25,16,"(29, 26, 3, 0)",GROWL,0,6,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
27,14,"(29, 26, 2, 0)",LEECH_SEED,0,6,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,12,"(29, 26, 1, 0)",LEECH_SEED,0,6,True,TACKLE,"[[0.1, 0.7599999999999999, 0.1], [0.1, 0.7599999999999999, 0.1]]"
26,9,"(28, 26, 1, 0)",TACKLE,0,6,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,7,"(28, 26, 0, 0)",LEECH_SEED,0,6,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,5,"(28, 25, 0, 0)",GROWL,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,2,"(27, 25, 0, 0)",TACKLE,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,0,"(27, 25, 0, 0)",GROWL,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
END 1 34 1722301344.761444PlayerHP,OnixHP,PP,EnemyLastMove,GeodudeHP,EffectiveGrowls,Seeded,PlayerLastMove,win_prob
24,36,"(35, 40, 10, 0)",NONE,33,0,False,NONE,"[[1.42, 1.89, 0.7599999999999999], [1.42, 2.79, 1.56]]"
24,36,"(34, 40, 10, 0)",TACKLE,32,0,False,DEFENSE_CURL,"[[1.42, 0.1, 0.1], [1.42, 0.1, 0.1]]"
24,36,"(33, 40, 10, 0)",TACKLE,31,0,False,DEFENSE_CURL,"[[0.7599999999999999, 0.1, 0.7599999999999999], [0.7599999999999999, 0.1, 0.7599999999999999]]"
24,36,"(32, 40, 10, 0)",TACKLE,30,0,False,DEFENSE_CURL,"[[0.1, 0.1, 0.7599999999999999], [0.1, 0.1, 0.7599999999999999]]"
16,36,"(31, 40, 10, 0)",TACKLE,29,0,False,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
16,36,"(31, 40, 9, 0)",LEECH_SEED,29,0,False,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
18,36,"(31, 40, 8, 0)",LEECH_SEED,27,0,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
20,36,"(31, 40, 7, 0)",LEECH_SEED,25,0,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
13,36,"(31, 40, 6, 0)",LEECH_SEED,23,0,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
6,36,"(31, 40, 5, 0)",LEECH_SEED,21,0,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
0,36,"(31, 39, 5, 0)",GROWL,21,1,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
END 0 10 1722301347.7132852PlayerHP,OnixHP,PP,EnemyLastMove,GeodudeHP,EffectiveGrowls,Seeded,PlayerLastMove,win_prob
24,36,"(35, 40, 10, 0)",NONE,33,0,False,NONE,"[[2.09, 1.89, 0.7599999999999999], [2.9899999999999998, 2.79, 1.56]]"
24,36,"(34, 40, 10, 0)",TACKLE,32,0,False,DEFENSE_CURL,"[[1.42, 0.1, 0.7699999999999999], [2.32, 0.1, 0.7699999999999999]]"
24,36,"(34, 39, 10, 0)",GROWL,32,1,False,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,36,"(33, 39, 10, 0)",TACKLE,32,1,False,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
18,36,"(32, 39, 10, 0)",TACKLE,31,1,False,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
18,36,"(32, 38, 10, 0)",GROWL,31,2,False,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
18,36,"(32, 37, 10, 0)",GROWL,31,3,False,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
20,36,"(32, 37, 9, 0)",LEECH_SEED,29,3,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
22,36,"(31, 37, 9, 0)",TACKLE,26,3,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
20,36,"(30, 37, 9, 0)",TACKLE,23,3,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
22,36,"(30, 37, 8, 0)",LEECH_SEED,21,3,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
20,36,"(29, 37, 8, 0)",TACKLE,18,3,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
22,36,"(29, 36, 8, 0)",GROWL,16,4,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,36,"(28, 36, 8, 0)",TACKLE,13,4,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
23,36,"(28, 35, 8, 0)",GROWL,11,5,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,36,"(28, 34, 8, 0)",GROWL,9,6,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,36,"(28, 33, 8, 0)",GROWL,7,6,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,36,"(28, 33, 7, 0)",LEECH_SEED,5,6,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,36,"(28, 32, 7, 0)",GROWL,3,6,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,36,"(27, 32, 7, 0)",TACKLE,0,0,False,TACKLE,"[[0.1, 0.1, 0.1], [0.1, 0.1, 0.9]]"
20,36,"(27, 31, 7, 0)",GROWL,0,1,False,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
20,36,"(27, 31, 6, 0)",LEECH_SEED,0,1,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
22,33,"(26, 31, 6, 0)",TACKLE,0,1,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,31,"(26, 31, 5, 0)",LEECH_SEED,0,1,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
26,29,"(26, 30, 5, 0)",GROWL,0,2,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,27,"(26, 29, 5, 0)",GROWL,0,3,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,24,"(25, 29, 5, 0)",TACKLE,0,3,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,22,"(25, 29, 4, 0)",LEECH_SEED,0,3,True,BIDE,"[[0.71, 0.1, 0.1], [0.71, 0.1, 0.1]]"
28,19,"(24, 29, 4, 0)",TACKLE,0,3,True,BIDE,"[[0.1, 1.3599999999999999, 0.1], [0.1, 1.3599999999999999, 0.1]]"
28,16,"(23, 29, 4, 0)",TACKLE,0,3,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
26,14,"(23, 28, 4, 0)",GROWL,0,4,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,12,"(23, 27, 4, 0)",GROWL,0,5,True,SCREECH,"[[0.1, 0.7499999999999999, 0.1], [0.1, 0.7499999999999999, 0.1]]"
28,9,"(22, 27, 4, 0)",TACKLE,0,5,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,6,"(21, 27, 4, 0)",TACKLE,0,5,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,3,"(20, 27, 4, 0)",TACKLE,0,5,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,0,"(19, 27, 4, 0)",TACKLE,0,5,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
END 1 35 1722301359.740316PlayerHP,OnixHP,PP,EnemyLastMove,GeodudeHP,EffectiveGrowls,Seeded,PlayerLastMove,win_prob
24,36,"(35, 40, 10, 0)",NONE,33,0,False,NONE,"[[4.619999999999999, 1.89, 0.7599999999999999], [5.52, 3.68, 1.56]]"
19,36,"(35, 39, 10, 0)",GROWL,33,1,False,TACKLE,"[[1.3499999999999999, 0.64, 0.1], [2.25, 1.53, 0.1]]"
21,36,"(35, 39, 9, 0)",LEECH_SEED,31,1,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
23,36,"(34, 39, 9, 0)",TACKLE,28,1,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,36,"(34, 39, 8, 0)",LEECH_SEED,26,1,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
20,36,"(34, 39, 7, 0)",LEECH_SEED,24,1,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
17,36,"(34, 38, 7, 0)",GROWL,22,2,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
14,36,"(33, 38, 7, 0)",TACKLE,19,2,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
12,36,"(33, 37, 7, 0)",GROWL,17,3,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
14,36,"(32, 37, 7, 0)",TACKLE,14,3,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
16,36,"(32, 37, 6, 0)",LEECH_SEED,12,3,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
18,36,"(32, 36, 6, 0)",GROWL,10,4,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
17,36,"(32, 36, 5, 0)",LEECH_SEED,8,4,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
19,36,"(32, 36, 4, 0)",LEECH_SEED,6,4,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
18,36,"(32, 35, 4, 0)",GROWL,4,5,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
20,36,"(31, 35, 4, 0)",TACKLE,1,5,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
26,36,"(31, 35, 3, 0)",LEECH_SEED,0,0,False,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
26,36,"(31, 34, 3, 0)",GROWL,0,1,False,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
26,36,"(31, 34, 2, 0)",LEECH_SEED,0,1,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,33,"(30, 34, 2, 0)",TACKLE,0,1,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,31,"(30, 34, 1, 0)",LEECH_SEED,0,1,True,BIDE,"[[0.1, 0.1, 0.7599999999999999], [0.1, 0.1, 0.7599999999999999]]"
26,29,"(30, 34, 0, 0)",LEECH_SEED,0,1,True,BIDE,"[[0.1, 0.1, 0.7599999999999999], [0.1, 0.1, 0.7599999999999999]]"
28,26,"(29, 34, 0, 0)",TACKLE,0,1,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,24,"(29, 33, 0, 0)",GROWL,0,2,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,21,"(28, 33, 0, 0)",TACKLE,0,2,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,18,"(27, 33, 0, 0)",TACKLE,0,2,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
26,16,"(27, 32, 0, 0)",GROWL,0,3,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,14,"(27, 31, 0, 0)",GROWL,0,4,True,SCREECH,"[[0.1, 0.7499999999999999, 0.1], [0.1, 0.7499999999999999, 0.1]]"
24,12,"(27, 30, 0, 0)",GROWL,0,5,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
21,9,"(26, 30, 0, 0)",TACKLE,0,5,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
23,6,"(25, 30, 0, 0)",TACKLE,0,5,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
13,4,"(25, 29, 0, 0)",GROWL,0,6,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
15,2,"(25, 28, 0, 0)",GROWL,0,6,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
15,0,"(25, 28, 0, 0)",TACKLE,0,6,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
END 1 33 1722301370.7642539PlayerHP,OnixHP,PP,EnemyLastMove,GeodudeHP,EffectiveGrowls,Seeded,PlayerLastMove,win_prob
24,36,"(35, 40, 10, 0)",NONE,33,0,False,NONE,"[[5.27, 2.5599999999999996, 0.7599999999999999], [6.9399999999999995, 4.97, 1.56]]"
24,36,"(34, 40, 10, 0)",TACKLE,32,0,False,DEFENSE_CURL,"[[2.6799999999999997, 1.4, 1.39], [3.5799999999999996, 2.17, 1.39]]"
18,36,"(34, 40, 9, 0)",LEECH_SEED,30,0,True,TACKLE,"[[0.72, 0.7699999999999999, 0.1], [0.72, 0.7699999999999999, 0.1]]"
10,36,"(34, 40, 8, 0)",LEECH_SEED,28,0,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
12,36,"(34, 40, 7, 0)",LEECH_SEED,26,0,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
6,36,"(33, 40, 7, 0)",TACKLE,23,0,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
0,36,"(33, 40, 6, 0)",LEECH_SEED,23,0,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
END 0 6 1722301373.163145PlayerHP,OnixHP,PP,EnemyLastMove,GeodudeHP,EffectiveGrowls,Seeded,PlayerLastMove,win_prob
24,36,"(35, 40, 10, 0)",NONE,33,0,False,NONE,"[[5.27, 2.5599999999999996, 0.7599999999999999], [8.629999999999999, 4.97, 1.56]]"
17,36,"(35, 40, 9, 0)",LEECH_SEED,31,0,True,TACKLE,"[[0.1, 0.7599999999999999, 0.1], [0.9, 0.7599999999999999, 0.1]]"
13,36,"(35, 39, 9, 0)",GROWL,29,1,True,TACKLE,"[[0.1, 0.7599999999999999, 0.1], [0.1, 0.7599999999999999, 0.1]]"
15,36,"(34, 39, 9, 0)",TACKLE,26,1,True,DEFENSE_CURL,"[[0.1, 0.1, 0.1], [0.1, 0.9, 0.1]]"
17,36,"(34, 39, 8, 0)",LEECH_SEED,24,1,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
19,36,"(34, 39, 7, 0)",LEECH_SEED,22,1,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
21,36,"(34, 38, 7, 0)",GROWL,20,2,True,TACKLE,"[[0.1, 0.1, 0.7599999999999999], [0.1, 0.1, 0.7599999999999999]]"
23,36,"(33, 38, 7, 0)",TACKLE,17,2,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
20,36,"(33, 38, 6, 0)",LEECH_SEED,15,2,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
17,36,"(32, 38, 6, 0)",TACKLE,12,2,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
19,36,"(32, 38, 5, 0)",LEECH_SEED,10,2,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
16,36,"(31, 38, 5, 0)",TACKLE,7,2,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
13,36,"(31, 38, 4, 0)",LEECH_SEED,5,2,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
15,36,"(31, 38, 3, 0)",LEECH_SEED,3,2,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
17,36,"(31, 38, 2, 0)",LEECH_SEED,1,2,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
23,36,"(31, 37, 2, 0)",GROWL,0,0,False,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
