PlayerHP,OnixHP,PP,EnemyLastMove,GeodudeHP,EffectiveGrowls,Seeded,PlayerLastMove,win_prob
17,36,"(32, 40, 9, 0)",LEECH_SEED,28,0,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
19,36,"(32, 39, 9, 0)",GROWL,26,1,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
21,36,"(32, 38, 9, 0)",GROWL,24,2,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
9,36,"(32, 38, 8, 0)",LEECH_SEED,22,2,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
11,36,"(31, 38, 8, 0)",TACKLE,19,2,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
13,36,"(31, 38, 7, 0)",LEECH_SEED,17,2,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
15,36,"(31, 38, 6, 0)",LEECH_SEED,15,2,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
17,36,"(31, 37, 6, 0)",GROWL,13,3,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
16,36,"(31, 36, 6, 0)",GROWL,11,4,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
18,36,"(31, 36, 5, 0)",LEECH_SEED,9,4,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
20,36,"(31, 35, 5, 0)",GROWL,7,5,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
22,36,"(30, 35, 5, 0)",TACKLE,5,5,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
21,36,"(30, 35, 4, 0)",LEECH_SEED,3,5,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
23,36,"(30, 35, 3, 0)",LEECH_SEED,1,5,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
27,36,"(30, 34, 3, 0)",GROWL,0,0,False,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
27,36,"(30, 34, 2, 0)",LEECH_SEED,0,0,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,34,"(30, 33, 2, 0)",GROWL,0,1,True,BIDE,"[[0.1, 0.1, 0.1], [0.1, 0.9, 0.1]]"
28,31,"(29, 33, 2, 0)",TACKLE,0,1,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
26,29,"(29, 33, 1, 0)",LEECH_SEED,0,1,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,27,"(29, 33, 0, 0)",LEECH_SEED,0,1,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,25,"(29, 32, 0, 0)",GROWL,0,2,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,22,"(28, 32, 0, 0)",TACKLE,0,2,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,19,"(27, 32, 0, 0)",TACKLE,0,2,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,16,"(26, 32, 0, 0)",TACKLE,0,2,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,13,"(25, 32, 0, 0)",TACKLE,0,2,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,11,"(25, 31, 0, 0)",GROWL,0,3,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
26,8,"(24, 31, 0, 0)",TACKLE,0,3,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,6,"(24, 30, 0, 0)",GROWL,0,4,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
26,3,"(23, 30, 0, 0)",TACKLE,0,4,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,1,"(23, 29, 0, 0)",GROWL,0,5,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,0,"(23, 29, 0, 0)",TACKLE,0,5,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
END 1 34 1722301341.453442PlayerHP,OnixHP,PP,EnemyLastMove,GeodudeHP,EffectiveGrowls,Seeded,PlayerLastMove,win_prob
24,36,"(35, 40, 10, 0)",NONE,33,0,False,NONE,"[[1.42, 1.23, 0.1], [1.42, 1.23, 0.9]]"
19,36,"(35, 39, 10, 0)",GROWL,33,1,False,TACKLE,"[[0.69, 0.64, 0.1], [0.69, 0.64, 0.1]]"
13,36,"(34, 39, 10, 0)",TACKLE,32,1,False,TACKLE,"[[0.69, 0.1, 0.1], [0.69, 0.1, 0.1]]"
13,36,"(33, 39, 10, 0)",TACKLE,31,1,False,TACKLE,"[[0.1, 0.69, 0.1], [0.1, 0.69, 0.1]]"
7,36,"(32, 39, 10, 0)",TACKLE,31,1,False,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
7,36,"(31, 39, 10, 0)",TACKLE,30,1,False,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
9,36,"(31, 39, 9, 0)",LEECH_SEED,28,1,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
11,36,"(30, 39, 9, 0)",TACKLE,25,1,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
7,36,"(29, 39, 9, 0)",TACKLE,22,1,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
3,36,"(29, 39, 8, 0)",LEECH_SEED,20,1,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
0,36,"(29, 38, 8, 0)",GROWL,20,2,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
END 0 10 1722301344.490975PlayerHP,OnixHP,PP,EnemyLastMove,GeodudeHP,EffectiveGrowls,Seeded,PlayerLastMove,win_prob
24,36,"(35, 40, 10, 0)",NONE,33,0,False,NONE,"[[1.42, 1.89, 0.7599999999999999], [1.42, 2.79, 1.56]]"
24,36,"(34, 40, 10, 0)",TACKLE,32,0,False,DEFENSE_CURL,"[[1.42, 0.1, 0.1], [1.42, 0.1, 0.1]]"
18,36,"(34, 40, 9, 0)",LEECH_SEED,30,0,True,TACKLE,"[[0.1, 0.7699999999999999, 0.1], [0.1, 0.7699999999999999, 0.1]]"
12,36,"(33, 40, 9, 0)",TACKLE,27,0,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
8,36,"(33, 39, 9, 0)",GROWL,25,1,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
10,36,"(33, 38, 9, 0)",GROWL,23,2,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
12,36,"(33, 38, 8, 0)",LEECH_SEED,21,2,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
10,36,"(33, 37, 8, 0)",GROWL,19,3,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
9,36,"(33, 36, 8, 0)",GROWL,17,4,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
8,36,"(33, 36, 7, 0)",LEECH_SEED,15,4,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
10,36,"(33, 35, 7, 0)",GROWL,13,5,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
9,36,"(32, 35, 7, 0)",TACKLE,10,5,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
7,36,"(31, 35, 7, 0)",TACKLE,7,5,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
7,36,"(31, 34, 7, 0)",GROWL,5,6,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
9,36,"(31, 34, 6, 0)",LEECH_SEED,3,6,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
11,36,"(30, 34, 6, 0)",TACKLE,1,6,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
15,36,"(29, 34, 6, 0)",TACKLE,0,0,False,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
15,36,"(29, 33, 6, 0)",GROWL,0,1,False,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
15,36,"(29, 32, 6, 0)",GROWL,0,2,False,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
15,35,"(28, 32, 6, 0)",TACKLE,0,2,False,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
13,35,"(28, 31, 6, 0)",GROWL,0,3,False,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
10,35,"(28, 30, 6, 0)",GROWL,0,4,False,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
8,35,"(28, 29, 6, 0)",GROWL,0,5,False,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
8,35,"(28, 29, 5, 0)",LEECH_SEED,0,5,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
6,33,"(28, 28, 5, 0)",GROWL,0,6,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
8,31,"(28, 27, 5, 0)",GROWL,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
10,29,"(28, 26, 5, 0)",GROWL,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
12,27,"(28, 25, 5, 0)",GROWL,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
14,24,"(27, 25, 5, 0)",TACKLE,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
16,21,"(26, 25, 5, 0)",TACKLE,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
18,19,"(26, 25, 4, 0)",LEECH_SEED,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
16,17,"(26, 24, 4, 0)",GROWL,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
18,14,"(25, 24, 4, 0)",TACKLE,0,6,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
20,11,"(24, 24, 4, 0)",TACKLE,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
22,9,"(24, 23, 4, 0)",GROWL,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,7,"(24, 22, 4, 0)",GROWL,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,5,"(24, 22, 3, 0)",LEECH_SEED,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
26,3,"(24, 21, 3, 0)",GROWL,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
26,0,"(23, 21, 3, 0)",TACKLE,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
END 1 38 1722301356.003386PlayerHP,OnixHP,PP,EnemyLastMove,GeodudeHP,EffectiveGrowls,Seeded,PlayerLastMove,win_prob
24,36,"(35, 40, 10, 0)",NONE,33,0,False,NONE,"[[2.71, 1.89, 0.7599999999999999], [3.61, 2.79, 1.56]]"
19,36,"(35, 39, 10, 0)",GROWL,33,1,False,TACKLE,"[[1.3499999999999999, 0.64, 0.1], [2.25, 0.64, 0.1]]"
19,36,"(35, 38, 10, 0)",GROWL,33,2,False,DEFENSE_CURL,"[[0.1, 0.64, 0.1], [0.1, 0.64, 0.1]]"
19,36,"(35, 37, 10, 0)",GROWL,33,3,False,DEFENSE_CURL,"[[0.64, 0.1, 0.1], [0.64, 0.1, 0.1]]"
15,36,"(34, 37, 10, 0)",TACKLE,31,3,False,TACKLE,"[[0.64, 0.1, 0.1], [0.64, 0.1, 0.1]]"
11,36,"(33, 37, 10, 0)",TACKLE,30,3,False,TACKLE,"[[0.1, 0.64, 0.64], [0.1, 0.64, 0.64]]"
7,36,"(32, 37, 10, 0)",TACKLE,29,3,False,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
7,36,"(32, 36, 10, 0)",GROWL,29,4,False,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
4,36,"(31, 36, 10, 0)",TACKLE,28,4,False,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
4,36,"(31, 36, 9, 0)",LEECH_SEED,28,4,False,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
1,36,"(30, 36, 9, 0)",TACKLE,27,4,False,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
0,36,"(30, 35, 9, 0)",GROWL,27,5,False,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
END 0 11 1722301358.538856PlayerHP,OnixHP,PP,EnemyLastMove,GeodudeHP,EffectiveGrowls,Seeded,PlayerLastMove,win_prob
24,36,"(35, 40, 10, 0)",NONE,33,0,False,NONE,"[[3.9699999999999998, 1.89, 0.7599999999999999], [4.87, 3.68, 1.56]]"
24,36,"(34, 40, 10, 0)",TACKLE,32,0,False,DEFENSE_CURL,"[[2.6799999999999997, 0.1, 1.39], [3.5799999999999996, 0.1, 1.39]]"
24,36,"(34, 39, 10, 0)",GROWL,32,1,False,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,36,"(34, 39, 9, 0)",LEECH_SEED,30,1,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,36,"(34, 38, 9, 0)",GROWL,28,2,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
22,36,"(34, 37, 9, 0)",GROWL,26,3,True,TACKLE,"[[0.7499999999999999, 0.1, 0.1], [0.7499999999999999, 0.1, 0.1]]"
24,36,"(33, 37, 9, 0)",TACKLE,23,3,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,36,"(32, 37, 9, 0)",TACKLE,20,3,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
23,36,"(32, 36, 9, 0)",GROWL,18,4,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,36,"(32, 35, 9, 0)",GROWL,16,5,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,36,"(32, 35, 8, 0)",LEECH_SEED,14,5,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,36,"(31, 35, 8, 0)",TACKLE,11,5,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
24,36,"(31, 34, 8, 0)",GROWL,9,6,True,TACKLE,"[[0.1, 0.7499999999999999, 0.1], [0.1, 0.7499999999999999, 0.1]]"
24,36,"(31, 33, 8, 0)",GROWL,7,6,True,DEFENSE_CURL,"[[0.1, 0.1, 0.7499999999999999], [0.1, 0.1, 0.7499999999999999]]"
24,36,"(30, 33, 8, 0)",TACKLE,4,6,True,TACKLE,"[[0.1, 0.1, 0.1], [0.1, 0.1, 0.9]]"
24,36,"(29, 33, 8, 0)",TACKLE,1,6,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
15,36,"(29, 33, 7, 0)",LEECH_SEED,0,0,False,TACKLE,"[[0.1, 0.72, 0.1], [0.1, 0.72, 0.1]]"
15,36,"(29, 32, 7, 0)",GROWL,0,1,False,BIDE,"[[0.1, 0.72, 0.1], [0.1, 0.72, 0.1]]"
15,35,"(28, 32, 7, 0)",TACKLE,0,1,False,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
15,35,"(28, 32, 6, 0)",LEECH_SEED,0,1,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
13,32,"(27, 32, 6, 0)",TACKLE,0,1,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
11,30,"(27, 31, 6, 0)",GROWL,0,2,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
13,28,"(27, 31, 5, 0)",LEECH_SEED,0,2,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
15,26,"(27, 30, 5, 0)",GROWL,0,3,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
17,24,"(27, 29, 5, 0)",GROWL,0,4,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
19,22,"(27, 29, 4, 0)",LEECH_SEED,0,4,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
21,19,"(26, 29, 4, 0)",TACKLE,0,4,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
21,17,"(26, 28, 4, 0)",GROWL,0,5,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
23,15,"(26, 27, 4, 0)",GROWL,0,6,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
21,13,"(26, 26, 4, 0)",GROWL,0,6,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
23,11,"(26, 25, 4, 0)",GROWL,0,6,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
25,9,"(26, 24, 4, 0)",GROWL,0,6,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
27,6,"(25, 24, 4, 0)",TACKLE,0,6,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
28,4,"(25, 23, 4, 0)",GROWL,0,6,True,BIDE,"[[0.1, 0.7499999999999999, 0.1], [0.1, 0.7499999999999999, 0.1]]"
28,1,"(24, 23, 4, 0)",TACKLE,0,6,True,BIDE,"[[0.71, 0.7599999999999999, 0.1], [0.71, 0.7599999999999999, 0.1]]"
28,0,"(24, 23, 4, 0)",LEECH_SEED,0,6,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
END 1 35 1722301369.612819PlayerHP,OnixHP,PP,EnemyLastMove,GeodudeHP,EffectiveGrowls,Seeded,PlayerLastMove,win_prob
24,36,"(35, 40, 10, 0)",NONE,33,0,False,NONE,"[[5.27, 1.89, 0.7599999999999999], [6.9399999999999995, 4.3, 1.56]]"
17,36,"(35, 40, 9, 0)",LEECH_SEED,31,0,True,TACKLE,"[[0.1, 0.7599999999999999, 0.1], [0.9, 0.7599999999999999, 0.1]]"
13,36,"(35, 39, 9, 0)",GROWL,29,1,True,TACKLE,"[[0.1, 0.7599999999999999, 0.1], [0.1, 0.7599999999999999, 0.1]]"
15,36,"(34, 39, 9, 0)",TACKLE,26,1,True,DEFENSE_CURL,"[[0.1, 0.1, 0.1], [0.1, 0.9, 0.1]]"
17,36,"(34, 39, 8, 0)",LEECH_SEED,24,1,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
19,36,"(34, 39, 7, 0)",LEECH_SEED,22,1,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
21,36,"(34, 38, 7, 0)",GROWL,20,2,True,TACKLE,"[[0.1, 0.1, 0.7599999999999999], [0.1, 0.1, 0.7599999999999999]]"
23,36,"(33, 38, 7, 0)",TACKLE,17,2,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
20,36,"(32, 38, 7, 0)",TACKLE,14,2,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
16,36,"(32, 38, 6, 0)",LEECH_SEED,12,2,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
18,36,"(32, 37, 6, 0)",GROWL,10,3,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
20,36,"(31, 37, 6, 0)",TACKLE,7,3,True,DEFENSE_CURL,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
18,36,"(31, 37, 5, 0)",LEECH_SEED,5,3,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
16,36,"(31, 37, 4, 0)",LEECH_SEED,3,3,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
22,36,"(30, 37, 4, 0)",TACKLE,0,0,False,DEFENSE_CURL,"[[0.1, 0.1, 0.7499999999999999], [0.1, 0.1, 0.7499999999999999]]"
15,35,"(29, 37, 4, 0)",TACKLE,0,0,False,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
15,34,"(28, 37, 4, 0)",TACKLE,0,0,False,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
8,34,"(28, 36, 4, 0)",GROWL,0,1,False,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
4,34,"(28, 36, 3, 0)",LEECH_SEED,0,1,True,TACKLE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
6,31,"(27, 36, 3, 0)",TACKLE,0,1,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
8,29,"(27, 36, 2, 0)",LEECH_SEED,0,1,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
10,27,"(27, 35, 2, 0)",GROWL,0,2,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
12,25,"(27, 35, 1, 0)",LEECH_SEED,0,2,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
14,23,"(27, 35, 0, 0)",LEECH_SEED,0,2,True,BIDE,"[[0.7599999999999999, 0.1, 0.1], [0.7599999999999999, 0.1, 0.1]]"
16,20,"(26, 35, 0, 0)",TACKLE,0,2,True,SCREECH,"[[0.1, 0.7599999999999999, 0.1], [0.1, 0.7599999999999999, 0.1]]"
18,17,"(25, 35, 0, 0)",TACKLE,0,2,True,SCREECH,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
20,14,"(24, 35, 0, 0)",TACKLE,0,2,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
22,12,"(24, 34, 0, 0)",GROWL,0,3,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
22,9,"(23, 34, 0, 0)",TACKLE,0,3,True,BIDE,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]"
